,Location,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
49,Caribbean small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6145.53255798286,6437.4932175815,6732.30575003061,7056.0940212163205,7346.76165945519,7651.8700683208,8001.9304591212795,8398.325535684291,8564.75395652434,9034.52538615742,9508.20034633955,9863.57469963687,10332.6356863363,11121.508458203301,11829.295566461798,12551.6018392409,13782.8884193703,14557.2133454376,14971.500622162801,14472.941716675501,14763.342986681499,15147.3806594038,15109.945007406699,15344.0698600434,15471.3617050695,15224.0885436972,15154.503241421102,15737.8041148569,16337.5732580626,16651.2578206471,15626.5490232404,
50,Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22701.960443878197,23897.7519760967,24342.3445432778,24358.3499396975,24637.5808585686,24932.890340963302,25445.701801415496,26251.0517831728,27005.292515917,26890.91975277,26884.2709168924,27224.4009690808,26175.493902333597,25921.158411774,25379.297699527004,25090.2081248596,24808.4036650153,25475.4896636129,25656.4585326602,25530.2068655375,21413.8247378183,
52,Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71406.655340209,73399.6882760133,72406.3431566275,65886.3297753441,63298.177646430595,64014.7419684634,62795.9026761888,62440.0072218164,63067.419922154295,64233.533979905,66639.55106041349,69753.0897229101,73507.5695160568,76747.6663062938,71594.0414762971,
53,Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13341.123333288799,13539.2352689243,14751.742691638701,14844.288333075501,15727.1261112226,17087.0455549047,17314.8723806456,17780.684444518,18758.6969158051,19662.714224745,21288.5098267129,22861.885483386097,23556.408612811603,24279.6775935031,25944.854103442,27763.1536288336,30015.414124219904,32881.545815431804,34830.236179672596,33884.8799401104,33423.5009757311,33313.5766982193,31834.518213109503,30375.09107743,30080.2301574798,31815.2740406778,35719.1905721204,38287.969198998304,40513.6916170718,42384.2408125411,39452.8673523841,
54,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12717.969865475901,11648.853543486299,11841.855624409,12117.449651941299,12731.6704277588,13852.149904400701,14685.6935317916,14824.659523441298,14977.722060973401,15396.3117820518,16235.4806329245,17621.0541268449,18252.572765368503,19538.0704015253,20932.0784185044,22095.387853983597,23923.7038826992,26282.375491299,27974.487131849,27761.5091540229,27881.9679972276,29001.3680365492,29254.7312685144,30818.1081558477,32502.475354011804,33899.2865661657,36097.7052556977,38824.8879170919,41135.4929835656,42847.0047376207,41603.9885681455,
55,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19452.5734006722,20984.249872388602,21709.5013363356,21862.8021787152,22784.581468641,23552.2533168405,24071.897802670297,24572.6884223156,25345.0644636765,26291.2110793898,27199.044090685602,28368.543282612,29178.6374658122,29908.1395291325,31333.8363031281,31794.096009520697,34160.3449318802,36287.4822419008,37802.3874303197,36815.8440540696,38952.6946021004,42541.531088409596,43359.6148271723,44993.8927459315,47011.551093513095,47609.7810045816,50579.6839299266,53071.455569991296,55235.366304833,55652.8874913932,54792.0644751381,
56,Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4103.94120366257,4289.034249936551,4574.44985165724,4692.55068910026,4885.20503911992,5339.26107514241,5768.83108992215,5781.76292104254,
57,Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296.10075399383,4504.12222120903,4688.997881326911,4885.058993690071,4975.21880081356,5229.00845943356,5503.3533115728005,5751.84724577107,6071.292795511371,6212.18036708086,6516.29143017317,6652.96393727246,6551.185172297429,7070.25843973391,7451.80800128178,7713.17410884693,8300.62876800022,9054.99374766821,9884.01154811376,9840.238878455699,10017.761872474399,10199.124235302701,9946.83026464519,10145.9193773568,10909.3766283126,11141.201096328601,11949.534059463502,11304.0433278877,11804.345863068998,12892.021099623898,10853.2283538083,
58,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18233.9460963723,19063.7439033892,19814.1433556692,20218.4990438268,21678.0844821497,22684.252671442202,23734.8315577158,24928.4029270327,25814.059123028397,26653.823904405497,28658.124955145402,29437.3103446499,30640.3456230968,30820.3892235438,32938.692099664,34150.1594558945,37334.3901608479,39006.202323941805,41278.3268270571,40331.4068810678,43003.0545921155,44403.3848413929,44803.968242121395,46726.8541437832,47901.4473627066,49045.3391904109,51976.005706095595,55356.680780178,57482.9623999067,58700.9746656312,60229.9147703017,
59,Dominican Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666.0428142786,3753.7522362413897,4190.60246451125,4521.56248214795,4653.57452563067,4934.24445602333,5235.5440725326,5708.18806401178,6062.52134609187,6414.73934955343,6760.12887876537,6973.54280520399,7295.057367831109,7226.72128148795,7506.73376097639,8356.00840221911,9274.897549924659,10098.6989654173,10491.6151457835,10539.3989175546,11410.353459966498,11869.123094816101,11900.4850051553,12482.1621152034,13475.0111677589,14740.8268674233,16109.863671140902,16735.3644228294,18137.0523994947,19191.5803869457,17935.6560682971,
60,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6912.08714117256,6888.509949811911,7005.70076285362,6866.88911745849,6807.9516623256795,7078.35117951258,7373.07499715188,7465.899583564709,7816.772149031659,8068.2966884468005,8446.587741028621,8775.117907453121,9293.83714349081,10019.3578919395,10591.0381897757,11405.6425223873,11776.0404022627,12311.0384280957,12643.1514779138,12722.3786946243,13095.449178663,13500.0447902878,13303.327518588101,13056.8025915699,13003.2668603131,12015.6405282427,11624.3407751545,11737.4012353821,11909.9298247204,12009.248207941999,11324.2358133821,
61,East Asia & Pacific (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443.5373880703303,1583.30520430014,1759.91092200285,1963.04561335835,2181.68546217132,2409.79329311251,2636.9059980173497,2830.0464205910403,2851.2800608130897,3028.3478986818604,3289.8711911266805,3546.51930609243,3843.7680572515796,4212.08385807015,4663.80694342094,5219.43371500614,5890.810956854029,6709.852057612719,7348.36316489297,7895.61918212177,8691.036850932109,9533.42455400878,10325.9570359192,10908.6728981907,11407.7667707191,11728.383914658702,12238.5623354521,12903.424324536201,13964.9840802432,14935.6218251754,15175.1310716324,
62,Early-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2922.26423358822,3097.6035563727,3232.25320040086,3322.55261187442,3425.68850691938,3549.49719607445,3744.7851792912898,3899.5634896669603,3859.89870145385,3936.3922253089,4137.44530046232,4232.08772066492,4308.89463195866,4550.93809207729,4905.73827609077,5279.32241894061,5712.500078198771,6132.98975455776,6420.56809373297,6519.156043397371,6925.7698569985,7330.93303544649,7700.31002300798,7940.17520677183,8159.9368737000705,8257.49387493433,8544.07741217876,8963.459458229641,9391.15894588695,9631.1831509083,9205.916763547171,
63,East Asia & Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3238.0620637321504,3485.82571735899,3709.15769611985,3949.6108757717298,4233.2334623487895,4548.73292044358,4869.61856711354,5124.28753949479,5119.25201171983,5354.91240779617,5757.39991038683,6058.19400317109,6429.959249004821,6847.31257468871,7429.37436569657,8082.79918980289,8870.41109244013,9803.35452113167,10426.9488098114,10815.812582613,11740.8646884341,12629.7135986431,13458.6739100548,14149.0245715259,14655.1952945871,15069.6934363452,15562.633317436299,16277.5927965605,17368.9440054191,18302.537111653703,18541.1435830657,
64,Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6984.843477028199,6797.191452277701,6266.842081890451,6054.90882426756,5503.101958068871,5531.17527539563,5618.924134542171,5848.71547403197,5377.14801409196,5551.5194785909,6202.87254763339,6569.99289003597,7046.01815718965,7772.728371344229,8709.71286853879,9777.93436505098,11688.4418249304,13044.517989651598,14967.558881683899,14458.848120813502,15436.647028566398,16995.5803090122,18003.2619063418,19379.6579772202,19755.767189205602,19364.4144473777,19866.7361549331,21128.3620651163,22563.8632326363,23147.137970327796,23048.1412400575,
65,Europe & Central Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11866.8952375296,12159.3069939068,12194.4779950632,12276.4647758255,12477.6990022752,12951.4984745193,13402.1792156609,13978.5008473511,14263.3905134996,14814.1325251429,15953.2964447956,16756.6852234299,17562.6549953471,18240.6220312419,19364.749063601,20397.448039599698,22587.9815498688,24205.738581178997,25854.0471695161,25130.7914877906,26189.046872081202,27743.134863080097,28506.4658378473,29814.3748952929,30540.7336971929,30967.687118936497,32401.308874752598,34073.9375001719,35756.4584509141,36726.7798647126,35818.6816018429,
66,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4826.85561648442,5084.1958947474795,5189.27083579281,5295.85660685439,5515.226655596961,5633.4608933139,5712.30054649025,5940.066151163821,6077.54063035609,5758.0759057366195,5838.902524888101,6094.351829791801,6332.18587423771,6513.29940403056,7117.170668108991,7598.9506417776,8037.886137102751,8294.64314944288,8845.55389092678,8818.67952261285,9090.31005023095,9857.52052282788,10311.4045972003,11153.6852119041,11713.1759081751,11060.2862685275,11034.26917908,11617.9122190573,11839.343235558601,11851.465407933501,10895.7721826617,
67,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3711.1216197744798,3792.63859345127,3966.76214229818,4093.87855955428,4260.96346079016,4461.84539725326,4675.133161256311,4920.25443768011,5149.25902611649,5431.88583058427,5794.125256548659,6015.095735829151,6139.678989136551,6334.5712788004,6648.42901856206,7033.918921707529,7606.75573398818,8219.48274929236,8820.71650563293,9131.49909819552,9522.50916306002,9686.0462638774,11092.7432596071,11221.380385922099,10895.9431672625,11512.4021442637,11192.3730101321,11014.4864791744,11639.2390898864,12260.720537386298,12607.0039529995,
68,Euro area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16995.8059895832,17964.5960682369,18546.8361797397,18779.1239138842,19592.9700718492,20437.708141538602,21070.035636116798,21914.422720598603,22959.6497999552,23838.269915122997,25314.4093592825,26494.36990927,27533.737343996498,27984.2167272567,29079.570137028102,30078.367799633503,32535.6739057695,34420.1744948296,35715.1128862779,34793.321251992595,35773.7314133327,37425.3719183064,37799.0387475638,38986.0722037896,39949.7122305502,41038.0338460797,43533.2362686333,45609.5086540805,47546.256676698606,48844.1118128641,47091.7288285638,
69,Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.4458312299789,952.771261880118,1190.36456123059,1258.1221544904,1404.7236564002699,1543.8203316870402,1580.7708152299697,1581.6082988375,1528.5836586622302,1639.99834733719,1642.4598922857501,1553.4555198009698,1547.72245393989,1575.1422851743803,1556.66015549904,1578.902664939,1420.73827020827,1459.83008378832,1485.19749586246,1625.5076729885502,,,,,,,,,,
70,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678.275704323898,14464.0024499122,14858.1450522939,14975.5723298173,15585.507450351999,16279.0965733251,16975.1210483621,17912.753584706003,19096.6148932205,19954.2902150512,21584.2512044454,22949.181851407204,24371.5988492666,25046.1107003124,26143.632174454502,27606.9340516269,30720.2222055087,32469.5304500615,33263.2723985249,32092.364820860297,31682.7131000557,31867.973239686202,31720.1199986535,32434.0032017704,33525.7406299089,34903.1274779473,37286.2134326488,39528.925387266805,40696.3876815487,41696.311104526096,37765.8013368995,
71,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6476.32772150478,6889.81006053367,7979.37772588548,8450.57759846529,8412.06677647343,9421.29142254113,10314.2628230149,11663.271504664799,13132.580721685401,14536.3474111754,16634.8927393745,19345.3147116353,22195.1975941957,22802.342176463397,20477.8524315004,21619.4545478307,24557.236147594704,25996.0467779508,27464.5186781161,28945.4653303277,29175.925926789398,31312.752299687796,33821.93290847,36249.358146287595,37850.0741478592,37600.5920478364,
72,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.75902658412105,384.35867713693494,346.36265679936895,387.082611624436,394.02067135978996,412.96129549884597,458.03905987186204,466.47107951076697,442.21947902735604,458.305593695785,482.884385700578,519.271669909084,520.339286837525,503.972469824918,571.403661559689,640.6581435941359,711.5870396308529,792.35361271386,870.715266913154,928.6255633991699,1028.3237591680802,1134.7845092344699,1213.59597169934,1283.57044925133,1513.7032362895402,1657.3447042636499,1878.81268193814,2021.5629079600897,2154.0208768587804,2315.34773012818,2422.8120855231,
73,European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14811.6520184258,15488.5954995823,15958.0382035862,16199.721154056,16945.5543320752,17749.4763542497,18345.7616180499,19068.6020859095,19968.302940876,20745.1305884381,22073.7120284769,23167.7141208656,24186.886008638798,24706.996231343997,25864.450418787997,26815.1435569608,29125.9659117265,31033.019778870297,32492.6595972008,31816.4081809504,32865.6757719038,34467.267419730495,34936.4881427675,36090.2235109416,37077.0171225769,38222.8041064687,40580.3239964025,42676.628697539905,44639.997354242805,46069.751433510995,44763.1736506241,
74,Fragile and conflict affected situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822.34539341405,1905.3144455178501,1960.5812763639,1981.67756049216,1961.39802114293,1999.1699848044,2070.8298101257997,2189.25671337557,2304.88800218903,2343.89423380928,2483.9573941868302,2575.03278556573,2582.55414514388,2484.9835671414603,2839.0402933342702,3067.8356712475,3314.3450293237797,3553.57115762909,3749.22806542677,3825.8893525893,3990.19908472346,3967.96587438057,4210.64412140253,4353.92430526036,4418.69374541135,4182.2705905254,4172.75564764933,4322.72443062805,4459.171065129521,4577.458621363039,4327.35458583684,
75,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18136.4022978656,17549.9485045531,17261.2267580029,17468.6738770894,18469.0020534551,19576.5681238016,20082.3382341327,21794.486649278202,23576.946034008197,24767.280673451,26784.7064716385,27795.6749302444,28605.1223159604,29051.48643326,31201.734943443,32051.7940038456,34455.1053330327,37838.3401920009,40083.697269966804,37972.270046867,38956.4722165393,40916.838579027404,40873.0953326066,41493.141647035896,41757.4021894413,42497.7049785783,44934.4482077785,47570.133583848,49580.6051952837,50321.5396907229,50506.2858973317,
76,Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4198.18563944614,4183.79321108463,4484.83983419493,4623.77466132488,4894.349368844621,5057.03316187587,5335.153778463529,5255.160725301839,5333.5267413028205,5841.72997338111,5836.703232403371,6062.25449769842,6344.806598292729,6520.69538201286,7035.74951726276,7272.4197104984305,7573.56300502875,7634.168818460659,7777.73869404715,7653.444940474491,7914.100925611059,8263.04546194271,8839.51586223556,9536.32634910738,11346.9457863033,12412.3506858719,12631.9122008691,13429.300622238401,14178.5633985018,14262.9995440375,12078.843228545,
77,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17642.0721436384,18328.0130842207,18951.0435510904,19194.9356144175,19992.615817433998,20766.7016373766,21352.8819915166,22243.734348472997,23359.4487258962,24307.502805635402,26090.6344736521,27490.0517282233,28523.886188650496,28172.6956506635,29060.450985835698,30498.5768807102,32468.541578906297,34121.3438805071,35095.2656832956,34678.0623193739,35902.9031102393,37440.6334729758,37679.118910592406,39523.855151934506,40144.0268283679,40849.997378050095,42924.613626021004,44577.06457453941,46576.601848938204,49072.3638300842,46983.0419157962,
78,Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769.62994021963,1916.11210045823,1985.91407701065,2145.26948908494,2135.6082739949397,2300.6765162133997,2251.99356673006,2150.11441875171,2241.81166117747,2314.78467975792,2489.33489950001,2604.77823686281,2664.00776437792,2759.36270856274,2753.53042112328,2910.6248024018105,3017.9144443053997,3069.22730771649,3079.9016015282396,3154.9146810028997,3265.5340015919605,3422.35584577393,3388.2243573677897,3276.42426147408,3213.9071351000202,3349.52480552651,3373.9571555067796,3490.13048688552,3544.0048203508704,3612.09767201253,3553.31602320341,
80,Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12387.6525410278,13223.2172676735,12756.43440615,13215.6867359987,13635.139926881298,14240.382842491,14648.8353520846,15374.2630286529,15692.9970899439,14146.9415796728,13852.3502868003,14117.6989406454,13968.822573233701,14199.311197655301,14315.1090497268,14755.3704074531,14366.187486531599,15187.9208196455,14517.847643871599,14177.173531611399,14837.017014147601,15638.747168498401,15356.235424488701,15114.377511505701,15370.9679935145,14699.5360478349,14286.1897045921,15006.8440374987,15097.6916533021,15577.918756863799,15106.3663756107,
81,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17084.5987992373,17413.5926572725,17833.573811586,18666.0429037052,19747.5302943907,20617.4328399473,21968.9288226088,23049.6127188317,23683.5147020119,24463.4963288274,26472.1937143329,27807.1693211993,29062.1238667812,30355.2833801407,32058.4154913466,32747.3540098412,34845.591772000094,35695.2984903994,36863.584760184705,35212.420476946,36576.586539802796,37379.2909657729,38514.0261691783,40218.7472562217,41580.602487631804,42912.875093620096,44635.2995586517,46372.38660351,47573.488015517694,49041.4635475451,46482.862242302595,
82,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5727.25666639775,4638.87230360976,2594.09845162645,1863.12585732207,1731.45929867181,1883.1796231460398,2211.25756292787,2568.64333036437,2745.2968045899697,2924.39145540716,3104.51566879805,3377.0511266118797,3650.85722618158,4157.879402491661,4545.29312196367,5169.06242530316,5860.358390906329,6810.190845752049,7132.2052727359805,6986.00455062308,7564.06307018208,8360.29720703065,9826.052753410859,10611.7741169939,11575.547210705,12089.1694050447,12858.4834001898,13589.707391515902,14595.6306437119,15623.1529588881,14766.9760970995,
83,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.57396262029,1307.49597857786,1349.59243847059,1407.81080783988,1444.52405896517,1494.6388850871801,1551.17016078577,1604.1501218481799,1656.9881017883702,1712.4085218717098,1771.5365547937602,1837.2493372961399,1903.1467390689002,1989.76621591995,2104.81052490528,2241.28661214251,2394.92984801893,2500.8042179267104,2711.87535105244,2792.96783421253,2973.83342186826,3379.4845985551397,3781.86552893947,5294.82002761066,5568.23595709396,5206.0288713400705,4992.73033905348,5115.906750228621,5442.872147150901,5774.333813217199,5744.432344317679,
84,Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.3253071195151,909.8405111549091,935.100103945423,979.142408682834,1012.7443165369301,1053.57496258143,1091.5793310086099,1138.42691550209,1163.03174904395,1195.30317637254,1224.3409357793198,1269.79611452288,1329.7993992429901,1345.23912204815,1386.4395958901098,1442.7576477423902,1472.1303230456501,1578.9827251382599,1638.24924149847,1595.24056141792,1653.7194362980701,1743.94910921465,1795.4478078165398,1811.3325175009302,1804.5432826254898,1819.36234274976,2078.64100321761,2417.80379491483,2559.72476578084,2675.59369518887,2817.32238032662,
86,Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556.06201451642,1596.71600780889,1631.09193158211,1665.91957927764,1652.1689608583802,1649.8828348456,1665.05345221885,1723.92259932013,1749.54395404232,1830.7334731223898,1913.77573032594,2004.7378453992999,1908.25810730943,2011.81075527716,2142.75816430151,2091.54609446881,2078.64229154324,2134.51896463704,2244.4966090246,2341.67944907236,2434.88717523517,2215.75710377647,2199.77775031536,2121.4896327153697,2027.0363559122898,2066.8593586011702,2068.7478012801103,2072.64683284207,2209.89259276595,2319.00114098602,2275.0562503096303,
87,Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.01777842021,1075.0655419135,1086.7864797489901,1110.7977351582301,1145.65251827257,1195.9021674086,1332.1656147725698,1416.4933641442901,1010.4124076579401,1015.48991191262,1072.50981869902,1096.47704783482,1078.8038541592998,1080.2477096133,1113.7574733884198,1169.45304070807,1203.4509458561301,1245.39779136994,1278.24675129574,1298.20126740959,1338.9810482140101,1439.28343467148,1355.3135635466901,1364.38360971298,1378.2375402899697,1597.2042542936401,1746.7527459336902,1925.2377365995103,1947.59676042334,2021.30194281608,1948.8023431813601,
88,Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.514887174924,647.61139098875,863.727734302733,949.144535792498,1092.1409936733,1263.42658818172,2063.89673121455,5049.636772865711,6071.11552128622,7429.80526624845,8617.7350665838,13808.0231851848,16076.181892254399,17891.319454195702,24283.695009274103,27963.363619493997,29646.2863921709,33506.4476563378,38407.9243001727,37447.9232203122,32965.864655974,34279.977000164,37570.6353966964,34766.0438762572,33696.2164869995,24042.3530728913,20458.778595283,22550.958161123,20875.478210598,19285.0362474418,17940.5207903315,
89,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13304.4747520763,14011.6082833819,14321.4078336229,14341.6823890924,14866.273280713998,15424.4720857554,16145.4479061179,17155.9351926701,18033.7959681705,18464.7320754725,19516.1972208894,20954.781853194298,22615.9356074635,23896.6057015271,25460.4527360606,25577.5241052346,28549.1517418687,29320.264816922998,30856.0118395987,30359.149461331803,27913.0891911748,25671.5160853562,24911.119631324,25986.6503155014,26625.0618096799,26760.363303025602,27511.8010160972,28604.8609402657,29617.548339973197,30356.266395386298,27909.5444893558,
90,Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4726.23725561384,4946.88451682779,4980.46436830481,4944.0479958304495,5077.71500269616,5244.905709144171,5538.3846521528,5887.290092105961,6623.56626671992,7154.241881103391,7641.24942559965,7620.798346230609,7976.99384901288,8862.70977596244,9012.66264799437,10495.8283551972,10353.7204895313,11256.6055061126,11554.1986443002,10838.4291881372,10863.4810030685,11116.7478882167,11163.8153053984,11887.3578830457,13042.0556249047,14151.9010690754,15025.683836938999,16217.4998498411,17231.5122297741,17580.9007123125,15283.2515158591,
91,Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3321.50921722786,3464.99979264553,3619.18384885971,3753.5008146567297,3890.1895908553497,4067.30334167488,4163.0413050895395,4319.34783733149,4479.02509576865,4608.00275074067,4763.6604208456,4863.44667679621,5013.51161965312,5124.38873294152,5313.306786159529,5541.9803348899795,5894.584353382621,6310.61154582917,6518.388400072679,6476.425685629521,6618.190532287111,6910.87650155221,7204.7329380787405,7446.588009367209,7758.49316980639,8194.44068126819,8221.74642722194,8322.21680991504,8665.347260973009,9019.25606239135,8853.67002080879,
93,Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3052.63302733745,3341.7793044701,3662.8294922082896,4026.36482627664,4435.262275737639,4741.0964139018,5215.393922592571,5657.77983063355,5656.711920222329,5940.576742429809,6014.278430777421,6299.055744175849,6474.78832851104,6550.2313036410205,6826.286687629879,6897.71965252718,7469.200504961541,8219.83673713825,8510.44840898141,8896.99490447837,9319.39241925339,9987.42142760934,10479.7780774689,11023.2296762194,10951.7932372614,11198.301146318101,11296.7699725276,12005.405104674499,12777.164992003898,13635.4261279368,19704.5815079443,
95,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18426.7634301216,19251.8366109764,20030.3484048521,20624.0155755046,21601.0817876358,22515.337641911003,23516.798475773197,24564.596075474503,25388.5296622085,26411.9894095937,28081.823105327403,28998.7195911204,29934.6659594248,30960.436196528102,32683.37132304,34274.0661661984,36499.6988509902,38276.449666735,39222.4510260164,38185.1668953343,39614.9566588296,41263.355139062405,42389.9303497431,43763.2385132572,44912.3953414652,45696.40890448401,47005.845872877304,48896.6124843446,50934.8300245964,52242.0036707295,50967.4950620747,
96,"Hong Kong SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18258.5880447577,19787.589090677,21320.6272212794,22784.6786585392,24126.3977184104,24722.594094502798,25107.7922133395,26637.3840049859,25141.8151024636,25895.619366260496,28253.1936518297,28821.6593999473,29631.065813395897,31165.2222565695,34518.3796002245,38056.703320824505,41697.080015095,45195.0405697743,46773.9048738679,45872.586370667996,49185.2278668442,52277.4664432843,52234.592317824405,53691.8374784984,54781.6471649487,56408.936273748,57221.413763758304,59849.2481763342,62529.0574941399,62106.1008812827,59234.108593083096,
97,Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050.8247030179,1992.19531036978,2101.15145317326,2227.0909888467604,2215.97983124417,2335.1276888608104,2354.00186924924,2435.4266822538502,2479.6070229604397,2427.92063851877,2591.33182006218,2648.81186176896,2720.27367721583,2824.6066131014,3006.6959551400105,3210.3485863719297,3443.77085935893,3671.3319442185298,3816.8352475693105,3674.2309554436897,3778.4619238786,3928.26853820829,4032.5808560667497,4142.23845579365,4452.5879909675,4823.39539552507,5147.2451332568,5561.99454219124,5816.74732402308,5978.764399097379,5420.23423361351,
98,Heavily indebted poor countries (HIPC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.02058461005,1103.02590553705,1091.6190399919099,1097.37265184586,1089.12706322341,1135.99574993969,1184.48349029956,1231.5823626093902,1254.86795872661,1279.2760208165303,1310.74778822351,1356.10554853819,1383.44065611984,1426.76950003316,1504.7250397046803,1594.35083172862,1692.45064888966,1784.9065014118803,1869.1232447487198,1899.81507787905,1983.5932593666398,2050.4959403760604,2038.33692757165,2173.9236608254,2314.55786891012,2361.40433088654,2452.98121844378,2531.42433576,2627.76146407023,2714.68095985772,2680.6496359191196,
99,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8075.779690128929,8827.541241809879,9558.5388097749,9910.37288775229,9960.33853072506,10683.603519370101,11655.644078153999,12769.7752890383,13682.122115102,14675.2614480684,15436.6444120023,17595.7572055905,19493.2350774676,20921.5405553163,20149.5095665253,19967.213732615,21014.7388041606,21397.4867786553,22081.097785743797,22325.076588056603,23301.272863937702,25210.9829651516,27154.0846858541,28844.9235406393,30576.6192715516,28841.7140738027,
100,Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2145.61544465798,2215.59649917032,2104.46024462034,1998.8835961469601,1764.0982497359198,1943.0147784638898,2023.2131634166299,2077.32186217918,2108.7352530973003,2159.02336891696,2188.41921435036,2191.2138063361,2211.9427395982398,2293.20810098618,2286.1583048380603,2390.6306327008897,2466.44105099971,2609.8518414406,2688.5164472954802,2824.2356697536898,2654.6874953426,2805.7272949768703,2762.4402754771995,2952.3038769413397,2965.47903286886,2898.6246609269,3084.03383445855,3153.29938869996,3241.3032686902097,3203.30003894468,3095.19406239663,
101,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8320.833632355849,8252.91122441366,8409.44499327036,8854.265662254329,9187.36459662996,9349.70749876187,9824.84080482495,10398.102170886501,10873.2478627727,11853.1785173624,13207.9221677974,14526.3882629125,15481.3201097675,16272.0058268918,17112.2021738707,18389.4102769846,19099.8517148115,20727.8899694383,20729.783927123997,21751.833839280902,23038.8080197669,23275.231857457402,24556.7153473909,25699.7504973846,26806.595245225697,27947.6376911698,29501.1204204706,31913.074655247598,33514.9417935891,33077.2339166746,
