,Location,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
26,Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3332.9118761871,3768.6548323171796,4248.470736228171,4544.91365774567,4555.86353904428,4561.87439010303,4564.07958010805,4638.53291735883,4682.898018989221,4978.7559007153295,5558.96822664365,5765.9828747128795,5963.261358291949,6467.38049826304,6781.222275776579,6945.2678234197,7306.6071309912795,7347.21502657259,7554.687908456391,7438.9231057486095,7563.8965683794095,7684.8298621884305,7272.836587270391,7227.21356304606,7190.08610834646,7235.7101776583995,7236.930959406559,7193.634309903449,7436.04610686127,7558.567917335329,6457.636558275661,
27,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34886.9268076358,34971.776679419105,36007.2767356981,37766.7229562388,38536.2889154739,40782.2996839248,42337.558509272,44802.7766497996,46729.5132621634,48734.2254479792,53983.1078026503,58516.590535197596,58183.952769269694,60886.1212204319,63560.1431555502,66207.2545861455,71580.6220719766,75534.9776006507,75121.6481270249,71040.17367809519,70620.08068367059,69998.8434204712,67453.8205236015,68993.2274876771,68775.4467426718,71873.2280578182,76362.0514142141,81834.9558735543,83377.0646748086,85263.7630031759,80829.6168060287,
28,Bolivia (Plurinational State of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2373.16518111367,2528.6244660346697,2573.9636959354602,2690.3857364081896,2816.7926111101,2948.9679821424297,3070.7101890510903,3215.0930420906398,3347.60994402812,3344.22854407412,3437.61642755021,3504.7363793401,3580.8143348370295,3677.6399759058004,3863.4520208452504,4086.37610778823,4335.38171739243,4575.664237128879,4868.44264066933,4986.4579138539,5167.11031871591,5460.25705795265,5921.64890711782,6624.8059218279195,7056.828364316129,7133.873144962259,7499.77274089787,8423.69755843668,8863.34916107392,9093.43165872246,8275.49149666446,
29,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6696.698521126129,6872.63694272249,6872.66679126337,7260.168864366991,7722.00895793095,8085.722898559341,8282.988337581179,8582.06953149375,8575.87545352509,8611.90238580662,9060.78866695732,9260.76838093081,9568.06602729728,9733.77330392262,10445.3471782104,10988.9611484477,11642.447054683798,12549.9309993023,13312.7667574522,13269.1221073249,14299.5551384925,15040.0610864372,15046.2901818178,15588.726128914699,15718.564950014099,14744.113634469499,14256.163385421001,14524.6135408174,15020.4382238881,15388.234915991,14835.414926899799,
30,Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9573.6793637399,9475.89468864144,9106.12872089184,9361.04405178255,9715.488721634929,10078.5789284835,10627.588445260899,11282.399423398501,11784.2040669881,11944.635696516001,12705.1228737181,12630.94303922,12887.8262164847,13368.3499351522,13873.8960912826,14816.1172972448,16098.210533494299,16820.353282898,17190.9462185782,16374.5150748113,16127.811383751201,16304.3824246065,15310.1139268025,15334.8282457896,15175.495641523701,15510.6612056616,15951.9586760888,15789.0411622149,16051.2558119276,16300.422208391,13349.5703762278,
31,Brunei Darussalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55879.5197209884,57909.199902450804,60307.5049816693,60211.169645493304,61728.9566619632,64148.3733184218,65546.7484476954,64190.163117220596,63099.2411459933,64532.514638272696,66439.1367194862,68349.9303844996,70717.7790012773,72755.3211265061,73808.3213789057,75214.167116211,79772.8905497993,81012.9900947598,80036.7459938278,78298.52299393191,80280.0244489225,83935.2257151622,88245.9583498698,83788.5108927602,81371.2308691448,62540.6252209261,56297.226711698895,60994.5315563275,61839.117565608096,64724.1324324328,65612.7020622772,
32,Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558.5293237056699,1593.1498358272597,1704.7829383341598,1786.3245559701002,1917.27479737698,2085.2733127934803,2213.30278682262,2329.87652653368,2439.44096823651,2609.77483186744,2696.37839136602,2923.11646372663,3229.50883026657,3480.0841706671504,3723.4617282224,4056.1525516690704,4412.510057923871,5302.73422031415,5608.4944604718,5972.87056933915,6693.51591287704,7295.853328422909,7912.14464450907,7989.689178925841,8666.45572463658,9500.65071564979,10457.244384538,11142.4746724654,11620.915900116399,12366.526476148001,11130.216229060701,
33,Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.14969509015,5895.65843110343,6036.51475528457,6137.896738069539,6338.0691433088,6760.384670087989,7113.369133205009,7661.63533052521,7607.404865553492,8282.31041162849,8461.96702260085,8507.000350881272,9004.948050063571,9431.865189602471,9772.379540620741,10339.5028934892,11311.755220641899,12311.8116601007,13055.4875794492,11912.9166996517,12862.491332913101,13729.859269143,13091.9801216906,14168.082176689099,15702.8727461301,14639.5584289553,16638.5204979364,15948.0320233624,16611.9043872002,17039.2621878762,15458.4826403021,
34,Central African Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.03240219151,636.6025730782189,592.660911081718,591.374614775044,615.638046929519,655.4780038653649,624.204956216318,652.435841337507,674.282029515057,692.203698323647,674.440851650532,704.222542934992,725.61483382938,684.955920314678,730.746977650051,745.5732323900439,789.2096420566389,831.608980433439,849.9410501741639,916.1877055641271,958.921104128334,1012.65740130414,1102.02752561172,738.474892262448,720.3241096492089,787.012906484635,851.072671306351,912.8030453350369,955.513744292128,985.112041352215,987.644512608383,
35,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25258.8605604948,26319.6741635104,27841.3533496575,29362.0841609786,30230.802965591698,30963.053002294102,32349.9436608677,33925.7067319515,36327.2286544972,38119.413195839705,39575.309748409105,40376.3068799056,38865.4134577266,40099.4482394377,41666.7076267956,42290.965410274504,44298.5787342765,45753.75055479941,44670.080538583796,46472.3402486315,48317.0965785817,49992.6354904724,49309.5008586611,46611.3090055858,
36,Central Europe and the Baltics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7094.256943707242,6648.32759365856,6689.52856397647,6958.11873550896,7397.44798585366,7992.529655195941,8400.810540344499,8707.256364156701,9098.086125284599,9397.32029263864,10015.3579144253,10798.703255491999,11630.413842534299,12340.053963397,13483.017036828998,14312.2188305832,15920.6682937347,17758.2830506044,19671.0263370333,19698.2543532753,20809.0665513627,22187.3911328846,22975.524351006403,23964.1501479257,24984.361300208,26140.0639943927,27874.9865291631,29901.296033041202,31919.6081323628,33784.2640654556,33711.4137023205,
37,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28470.3589447096,28801.3748996261,29121.9921289225,29504.797070999997,30275.1914696119,30851.8004105071,31534.0960736994,32771.059367189904,33905.127377659905,34818.0760351278,36772.6946184421,37896.6969577575,38814.371738196496,38840.8818833536,40336.4089557059,41749.2164457237,46502.9282746387,51208.098828221795,54096.807862961796,53354.00464022849,54858.448075836204,57987.5020305492,59933.598682916796,62225.087267787996,64103.010447633606,66020.2043398841,68105.1549836834,69103.570264696,71660.20683989019,72033.9294404588,71742.51660441651,
38,Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4504.013871920471,4944.68130992454,5613.85612180246,6109.73502303218,6558.42609769693,7340.248874906109,7998.9475890838,8623.71876309557,8981.591840944058,8959.91907579782,9538.075278427259,9962.274249608421,10319.9453639356,10839.9597259037,11810.2433203001,12746.5896892724,15753.960100541999,16941.829833598,16501.8098843876,16159.6071479987,18161.809244628,20342.5614772748,21507.6925702008,22439.2732478546,22786.6427713304,22698.5456555447,23437.592526030498,24470.7036237008,25714.139424997797,25395.4977729202,25110.1595407625,
40,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981.874558541552,1094.0736131419199,1262.61102800593,1455.1664356252802,1661.1172343200901,1861.38829441591,2061.8242851626896,2269.2014013591,2451.15280360163,2653.97362585327,2920.56079076815,3210.00939572914,3534.8491297868395,3937.3128753244105,4425.87419106099,5053.9457981018895,5836.57343667871,6810.60390010026,7574.22445504338,8307.84951896429,9253.76518771214,10292.9404780675,11168.6972979775,11872.4973811617,12480.3385303781,12897.502286859199,13483.3772665319,14243.532610849099,15497.3599948376,16653.338843518002,17210.7648899624,
41,Côte d’Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2754.21796913882,2747.7091827734,2704.9854767825896,2668.1438142714396,2654.46166037669,2808.30587952194,2983.00123881239,3226.8758763334304,3302.21768557448,3295.30686656077,3273.82866717885,3196.19244473659,3088.7238462639,2934.71765054852,3045.53566172633,3105.3236716054303,3219.15055011122,3269.4571369662103,3415.0933938813105,3484.5084319615303,3679.6009110919,3470.9298340689597,3558.63106764748,3867.32387620621,4319.5786546442605,4652.88961920098,4726.980739950151,4830.7505152267795,5154.33170207433,5432.992607994939,5465.51454383176,
42,Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955.31774262207,1887.130761685,1816.19814390492,1663.25665210432,1682.6669113842902,1719.7064488261599,1776.56652181282,1840.9690305997199,1899.43516911127,1961.9738752135602,2028.8255914481301,2106.6342918523496,2177.16850000849,2276.83140075992,2436.4553331328602,2499.66951977028,2601.50065969807,2711.60981878851,2765.9317643633804,2781.28985080513,2816.79742422742,2892.4483935517305,2958.69262357735,3129.8586384004698,3312.54006384035,3395.6289607087397,3527.1653716469395,3665.1178508487897,3800.9712671191296,3901.14195980824,3867.51923959627,
43,"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.210350466572,805.0902995233231,708.833511790004,603.9270459698021,571.603984387702,568.970871553612,557.620819710138,522.6318231138999,508.07356462514804,481.907230503917,447.082160419758,435.076432921769,441.820273107902,460.77012569534696,489.42009507642405,518.840324513769,545.151387440003,575.749076420598,603.2879074833239,604.844173462366,633.913133471598,668.940881028426,669.567442630972,753.485168060936,849.760818562134,905.4505993532301,963.6692722121601,1059.81076228861,1111.9657900707,1144.38102852206,1141.81913252064,
44,"Congo, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3472.77777436638,3576.7025349355604,3651.80159593502,3600.6074551397205,3379.8124362685,3488.56178632378,3600.7443620310796,3538.7448851083795,3606.21467879067,3462.0306297546504,3699.2284062459603,3813.7477085091296,3938.43223058317,3929.6001905818603,4052.51320216562,4363.2509135437895,4695.68828973156,4350.75200478212,4555.98509014028,4959.396244170321,5349.82956075429,5428.24153532541,6335.785751939879,6069.00098516396,5931.1339160899,4639.74451767185,3839.9616000002397,4234.6598832296895,4022.74881361541,3987.49015807688,3622.31719971339,
45,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5009.02621651842,5179.4664012761605,5405.42311685943,5720.4274690818,6066.87070996469,6397.8066458271705,6531.434691553371,6758.270569192409,6758.525749076489,6460.9068266556105,6690.37375083775,6843.73903680457,7018.08201847342,7319.54321218707,7806.0505093272495,8324.75468840448,9035.56563955056,9781.97040788477,10179.2448415524,10258.9708392748,10731.645914959001,11604.102283016002,12018.651284741101,12727.764931531001,13307.4245015783,13265.7972569151,13812.096056344599,14171.3205005648,15044.0553365323,15688.6333779317,14931.0468506417,
46,Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1586.4005722987101,1506.6259838597,1624.21139440209,1663.8360757794,1564.3923574029502,1609.2080328068803,1573.70671221599,1622.15080355529,1618.1620589992,1630.49703427557,1801.76413418643,1838.3554563393302,1865.2671645251103,1894.1999569556501,1936.00679812712,2004.6408682963897,2069.87974361153,2091.7419835257897,2165.07542529474,2197.8086635857103,2252.87770644599,2337.0276194451103,2511.50597918595,2636.47297637723,2716.82752451541,2709.5625399148603,2863.8520438079804,3032.26213308112,3146.9017476525105,3188.1754621661,3153.13132864823,
47,Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062.8758855907902,1087.6146831463302,1200.99933897987,1298.94787737467,1537.6937335457599,1747.1956456787,1934.7576419520701,2141.1386210333103,2387.45416122879,2642.8400773494395,3032.1971826979498,3113.1609770770397,3273.95008970364,3420.2006331502503,3813.68919727303,4146.06695277215,4552.22942052653,5316.85498281318,5711.2759169575,5613.7465582812,5692.549105407521,5966.84799990471,5818.9030585581295,5792.91983252115,5748.09623755065,5994.407102984561,6322.913234394079,6643.17989182913,7028.99309072646,7475.12251980896,6376.64235225228,
48,Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5026.15966934218,5176.70608705563,5633.2921281748295,6019.0159412903395,6264.61095552821,6498.76876156747,6546.78537307213,6865.12040575859,7273.0219841163,7527.6478997307495,7838.4399168426,8142.67203460157,8414.657749498441,8805.39497374121,9305.99188360408,9836.96227015174,10727.2032806153,11760.065516333501,12392.285676707801,12219.940490494399,12863.849510375701,13545.9317746231,14321.518373295401,15005.9193570501,16067.330768765902,17090.796576083,19075.004467001898,20347.0347715873,21319.0439930828,22511.300668619,22132.469470262404,
