,Location,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
10,Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.8708435357184,-40.7446563644219,-6.6384701086365405,7.95011570814775,9.10338804119353,7.5072734174741695,4.47964412061602,8.14184853415614,3.95781843491081,6.570086564992289,10.279403123683501,13.8234630708028,14.6058215923266,11.134229340820198,14.643207640703599,14.0786074163543,14.695868262481001,7.819138194451409,-13.5193908169314,2.58289738298329,4.72831760012215,6.91369862302516,2.82392616906515,3.07317867812573,2.7359180235262,-0.161329865469654,7.1845223901676905,4.9522308356251,7.38219727969849,-7.5720605257634,
11,American Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25615366113061105,0.0918704631276626,-0.195792540365204,-3.37150121933666,3.1466601180652005,-1.1723972670224199,-2.78856050580796,1.3567863026621,0.590081607030754,-4.18704019844392,-2.58399590789166,1.62784446439068,3.1218808916491096,-1.5612049014155098,-6.78354801701121,2.95991055574585,-0.219737965386599,4.1380836625463395,
12,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,4.5922673009577,8.23676698514333,8.31354674207168,3.93588711447879,-0.0694566813069031,5.36572177160988,10.1560802611315,7.642051365595719,11.5497975501403,6.69720774805509,5.13660919199583,4.8296156596974695,2.14522560118979,0.8381545974794731,-0.5615280479997441,3.17034376269443,4.41621051963482,-6.40826875122565,4.31973121791434,3.2197079342104,2.56838780843826,1.6869067651535201,4.34085051945499,-6.0376638338678,-0.373817346938182,4.72168069651021,4.403260933585099,5.01648529106077,11.000800287454698,7.60596839615401,-1.6125843811294498,-13.3318258403209,-9.18796671463534,-3.29878621482433,2.04993317307776,-1.79896658725413,2.61605230937501,2.70571843639473,4.43725332350857,2.16611404366698,5.9322762816548895,3.9627845596599705,-20.8549349330109,
13,Australia,,0.46427284172956707,-1.14783926662849,4.19734994414505,4.899706015803799,3.92418569443652,0.0708806264874511,4.97023712595779,3.25731723061205,4.826364413623621,5.08488123486703,0.5428759612597249,2.01650232004111,1.06226509266496,1.5033918973378602,0.0956650322482062,1.56782593896072,2.4322602683819503,-0.272382968871057,2.9324174991866805,1.78708039101825,1.7119151432792101,1.6142079698399099,-3.4371170568659597,3.4183453399534907,3.82274903959301,2.3398088542871602,0.999993493461133,4.0275705632889,2.12125930120597,2.05192904909737,-1.6565726788688,-0.797268925185989,3.0207311444513603,2.8856358598897005,2.58704322529762,2.49888469053339,2.7523202759122403,3.52934917138184,3.7445907524490396,2.68086499604787,0.6716928818279511,2.75267950015518,1.8457654959213001,3.00431491364444,1.80778402361102,1.22256105447553,3.1222885859949203,1.52196953655246,-0.211201149548302,0.5953537271073229,1.05574787694091,2.1188970289609,0.8494169926797779,1.04448964055885,0.7122564779644449,1.1493474640983001,0.587161102950546,1.302840712022,0.5711029884103449,-1.2545982686864199,
14,Austria,,4.96071718349175,2.0214696667763703,3.4714661593240805,5.41933601415172,2.81001278561553,4.90447900377782,2.24100975848387,3.9312418288778996,5.9094959264349995,5.95049661811298,4.646942731341889,5.5923815308111395,4.31090578116728,3.7653730317990295,-0.0990300819682375,4.76336986923367,5.039647613227929,-0.12983048767274902,5.53644793334178,1.73137779245161,-0.398620517722108,1.93812150521796,3.13962807993062,0.0575730929909071,2.45056567143844,2.2364023548953798,1.29304527917799,3.1497465084623903,3.4201017847714597,3.55354764697123,2.41398645387723,0.9760922400466401,-0.298754361000036,2.0087619437808,2.51091269369834,2.21143493269341,1.97797590805702,3.4678299412491502,3.35504466142362,3.1274366501477098,0.8802590978861099,1.15267633135774,0.450946527234535,2.09971116889712,1.54987731693588,2.9434178587044597,3.3917308268146096,1.14330711888604,-4.01634004211772,1.59257712849987,2.5764483181144597,0.22245057694307502,-0.562298942527448,-0.122370667337563,-0.111540189504495,0.892469139632297,1.5507240862715301,2.00355252390945,1.04090811975335,-7.124479725937929,
15,Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0123831104616396,-23.7612018791259,-24.2568647466273,-20.7755580381059,-12.8134300557176,0.28021394934008004,4.78428221806067,8.96088830209365,6.46158237831959,10.1910296245972,9.05182230102881,8.6253511385121,9.376460970293008,8.30153801248458,26.6600947307444,33.030487768944695,23.590685560462898,8.45745021933573,7.05060225387908,3.8064910734401103,-1.19584309831757,0.8166840841194158,4.45002019995316,1.4759371524305502,-0.103121433889072,-4.177171798349799,-0.7784160657876809,0.624486167739761,1.63585041443849,-4.95270163708527,
16,Burundi,,-15.3945344028489,7.0043531818460405,2.12971212530908,4.100164137639569,1.6796212749993202,2.1014200085170502,10.9273962654389,-2.79915360347746,-3.68149433010647,19.053310006929998,1.26442191639107,-7.44371547891373,5.83754059236182,-1.85144032521069,-0.7836473737890941,5.9391406253928105,9.05245952364007,-3.31889672585747,-0.8940853287836601,-1.5853324841851002,9.29186711302982,-3.61116222652556,0.9984155659623181,-2.5222661451731603,8.73059851655911,0.37852626381432203,2.5566066935591296,2.154443568508,-1.29288384524595,0.990041951944136,2.62019592553318,-1.13340227429833,-8.05898851026666,-5.475121868510731,-9.274659565239151,-9.10923266865986,-2.58693867672865,3.6757711131883504,-2.29837501720709,-2.5935592928905202,-0.23810599985607397,1.66446458199529,-4.15510894091354,1.56257813559226,-2.2944614937625802,2.04691410160206,0.104847755259385,1.45655117316197,0.45573143901084706,1.75624461627567,0.7484892303504859,1.1980128922366498,1.6873753045039601,1.02162635595062,-6.8864045414511,-3.7083348769605804,-2.64677820864496,-1.5575434549573002,-1.29476823572824,-2.7407084625680898,
17,Belgium,,4.63025713410768,4.79403451766454,3.57435354079992,5.9491393563053,2.62444466112051,2.46146245343786,3.2915757417696296,3.78504436430799,6.32828364655947,5.47879045116598,3.79648857021621,4.88408823965759,6.047488698608429,4.23677749584877,-2.2488296459421,5.464140019100849,0.501978716739828,2.7459897901395296,2.2491275158491,4.32900827500772,-0.276653455476932,0.622329069570625,0.319812264093457,2.46792156248318,1.6215189754227,1.7864696558454498,2.21947811567212,4.39079500978028,3.0939991259872697,2.8302679750892596,1.4553717259308503,1.11956586015553,-1.3479997097210101,2.90931876907965,2.17055027384056,1.1236690183348201,3.5427890641204702,1.7443238954726001,3.3057065138218302,3.46545257130404,0.7524829095937091,1.25198460635012,0.615879780344869,3.1239289183955896,1.76045559407572,1.8781831999730803,2.9183383488137205,-0.34345271809542105,-2.80592074025158,1.9287641957030002,0.38003456979618,0.11640257847661,-0.0131483860964465,1.12859572471172,1.45189336758756,0.755268919102846,1.22886623616918,1.3567914453590102,1.59897001717071,-6.20677030768924,
18,Benin,,1.7087679030224299,-4.85527932547188,3.0839529088854403,4.87334338586084,3.43787300792539,1.65283325828058,-0.885627254041879,1.74881515585619,0.74575398583508,-0.0645916362456518,-3.62262309409442,4.08395192533644,1.37077229026295,0.9488424712558872,-7.160089425877469,-1.58720067173896,2.34562217434848,-1.34496274654514,3.75096440656235,3.9481048636167504,6.99060184862732,-0.5654340537949589,-7.00488553472086,4.895131601642831,4.472102001283639,-0.751722857161894,-4.33989678894838,0.360696737664995,-5.820441979496209,5.50734311977061,0.7646177267465649,-0.5626949834355339,2.19526551470395,-1.4156330491533702,2.60938601610565,1.09369654155857,2.58078152690386,0.930187377297798,2.27756813081538,2.7457257822669305,2.1957636026619,1.50646524767173,0.34660602367988197,1.33793377235727,-1.24588970923445,0.975162117860791,3.00415407569633,1.97622156437529,-0.515289132902581,-0.7114052680986871,0.11698931409804901,1.9195367980460802,4.2413800400243,3.43949177750025,-1.00423453913564,0.525130743148708,2.80528150351485,3.81878334277161,4.00308913488962,1.09009852710551,
19,Burkina Faso,,2.65603931161904,4.7220861079342304,-2.59319157335388,0.856967446706975,2.2409640428201203,-1.02095747516931,7.05817769944768,1.34432463740846,0.288923277829639,-1.59924408091683,-0.337063148161505,0.52358625556657,-1.33454161113751,6.322369162572071,1.08203902108835,6.46803713692752,-1.58877893013556,2.4953165887788598,1.47630265437846,-1.43658690512613,1.83250354339317,6.9128863225911905,-2.1507485615858,-4.260939308023451,5.755685941166179,5.19503554721139,-2.80260312054631,3.05796233110547,-0.510756010214692,-3.21125986311732,6.18896134057283,-2.43047006996461,0.695587052115812,-1.4108297283898001,2.8529243359249,7.98748371206437,3.39795318858617,4.34178783710468,4.40665135038371,-0.966443018732505,3.6086875685454203,1.3945683402477198,4.72270959735673,1.4640893765543601,5.49349236195758,3.1242482821624398,1.0224068238403,2.64756831685142,-0.10745960581384402,5.22099169912576,3.46203091718995,3.30920251110012,2.6847680147616697,1.2821274698303402,0.9110757625962409,2.91366558534006,3.17736075265671,3.5916348084133602,2.72407212531654,-0.9071605230798242,
