,Location,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
23,Bahamas,1550.26769865087,1651.31767315288,1752.84000562204,1867.0103505514,1994.4404971142899,2144.7390894098603,2322.70581564547,2556.63426678748,2804.33387615547,3215.15389706852,3178.8633200253603,3297.4110665117796,3322.2199108302502,3696.0318203603997,3416.43931822479,3156.25082717912,3328.61593650695,3617.45306950786,4131.38642657905,5533.25193819147,6340.78703066162,6624.99245312812,7168.16088508597,7698.0830316088795,8877.70591484605,9893.04200290734,10344.3226508242,11156.5572523791,11387.709081798,12163.4397667416,12356.230998294499,11919.833567682099,11686.739741681298,11406.858133658001,11814.4347088443,12238.604606340901,12708.6414536235,22036.1006810202,23514.1775636614,26130.0129564073,27098.156318676698,27486.2367737544,28867.0824977166,28327.8136706662,28396.013709927796,30279.3922080481,30713.798061818798,31472.2855356015,30627.3277467412,28552.517162471402,28443.8884756689,28005.912404090297,29485.8642228279,28583.0232976179,30065.160202360898,31776.0555852485,31732.9191396131,32376.509172257203,33290.028135413,33799.417694089105,25194.0251444381,
24,Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.012792020937,487.47690450988097,740.099686468862,982.801849065598,1102.39068809628,1251.74759512886,1484.1760555388698,1544.6020750835698,1789.85769066943,2258.94645158877,2698.46717999989,2980.60126845084,3416.51237566203,4193.36801082253,5090.9458340498995,4714.69374593021,4635.5101947972,5092.5547231941,4777.06691374907,5129.6635340307,5330.355074957561,4729.6899590538205,4994.97155093444,5394.26894391382,6070.34908129292,6119.762344622221,6079.73828544838,
25,Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2124.76794393518,,,,1739.8140502231602,1323.27308763724,1452.5071047646,1394.50848390557,1515.53074263849,1212.04597845077,1276.49398462377,1244.37318523431,1479.31458271677,1819.7660592617701,2378.62328600741,3125.8105350285305,3847.4341238215297,4735.657607939989,6377.36973201232,5352.5839116007,6033.6862392722,6527.173868716421,6953.1325149368395,7998.125238780991,8341.399678610931,5967.052203849139,5039.68188628499,5785.67067254068,6360.062473012839,6837.717826063511,6424.15217642722,
26,Belize,304.90385978003997,316.413629488762,327.099996524794,336.938102250285,351.161126269562,377.590746983887,406.09425326109704,420.375933569588,386.939901268415,396.627700589062,435.683337704869,474.43661263007897,519.555335346672,605.933440702651,786.0810652222369,885.9579356956219,717.0614060396209,858.8218118110809,980.7519338010429,1074.29477289777,1373.21684470372,1328.77412148881,1202.79317551265,1232.85320212631,1337.03761994362,1289.39074367083,1366.0416735108802,1612.33133477827,1788.0013197882397,2011.9467965223103,2197.1615934193696,2326.72416499247,2668.5314217492396,2834.6884250474395,2882.15208326102,2997.76045844165,3003.1826266030102,2954.22723682726,2993.0335985546003,3066.0951380665197,3364.4917310258397,3404.4205858829805,3526.0815131847203,3650.60647000312,3802.2631601788003,3885.03407353117,4155.32388497209,4252.39540382101,4404.30819823872,4186.51999809315,4270.7800846603495,4423.4968423614,4505.6005931298705,4568.64122799115,4718.43658122355,4770.23265563888,4856.973248531121,4945.85769867226,5001.422156634329,5078.8099444177205,4115.17700795622,
27,Bermuda,1902.4021188493698,1961.5381691712,2020.38596495589,2020.2652474469,2199.7270068273497,2282.21654621089,2630.85046638536,2982.7497043718,2830.18867924528,3053.7037037037,3387.27272727273,3866.3003663003706,4343.17343173432,5009.2936802974,5853.932584269661,6509.43396226415,7261.2781954887205,8370.78651685393,8876.86567164179,9613.38289962825,11218.2178159868,13425.976966394199,14166.171292539098,15902.020382621102,17469.8255675877,18269.535519701898,20450.6645289464,22411.795674946803,24253.175518878397,25517.9217212488,26841.5197383946,27700.310059131498,28669.6817134568,30900.6942794093,31476.0637221848,33989.7231613832,44826.7890701658,48478.883250409104,51371.7408069836,54245.459737293,56284.168647809405,58883.9594265967,62583.1002034588,66111.7252270035,70359.3191088798,75882.0338560339,95221.85887203009,104287.38749845901,106935.486341979,101407.764031934,101875.28407346,97774.16207174279,98431.8651810241,99471.6388978631,98467.68399398199,102005.62564189,106885.87848932699,111820.581466347,113023.18559426801,117098.446325474,107079.479836627,
28,Bolivia (Plurinational State of),102.237722413607,109.06130397942499,116.924968208513,123.429341345478,136.312361950325,149.640333206756,162.326054493388,179.583038401343,199.629567437341,211.797016169884,226.806971403988,239.127498743471,268.584015387715,263.892746078729,429.297559603423,480.80365512194504,534.2732859047641,617.30682923322,703.135427290607,809.412178497187,811.2852992850299,1030.83305449824,960.983778189371,913.9748506911831,1019.05725747634,870.185648376456,627.398628752618,671.0758546504139,698.692002828122,701.665938595643,709.059982354587,762.0777070508459,788.152320018064,784.190988682633,801.046136937657,880.9926863676719,950.856386162623,998.5159532174471,1049.4993736487402,1003.3922306389501,997.581748874387,948.870211337892,904.225799882294,907.537415801528,967.406458598204,1034.31180039586,1218.8740702771302,1372.62836843372,1715.2083925523998,1754.20946375615,1955.46018156049,2346.33784403698,2609.8805621779998,2908.2003704458,3081.87882321413,3035.97165489786,3076.6564398936703,3351.12434384125,3548.5907802137704,3552.06814321502,3133.0998032150396,
29,Brazil,,232.48054623082902,251.348317405138,295.631970805808,258.605370728102,269.45628997272803,330.040585940268,353.110710623409,375.39057352723296,400.78706942439794,445.02378079117995,501.31681417886597,585.171404964645,817.452445155272,1048.5962346805802,1205.07483377655,1395.0963988733301,1568.5433536397302,1739.72056573285,1877.68227213837,1966.90362644202,2088.0026865078,2144.80405335667,1465.1080917305499,1422.68391394237,1558.90793451031,1857.0912337094,2009.0397285854801,2146.75850960088,2371.57219575685,2622.26288057098,2259.23989366801,2127.50718981169,2348.09004733429,3295.2449236234397,4748.38820787605,5166.16393308148,5282.0494699498795,5087.07907232375,3479.84383285395,3749.9108475288795,3160.2493449144104,2839.4915010896602,3070.43641941942,3637.3138901511998,4790.45656586131,5886.3915219481605,7348.18796290712,8831.183642776741,8597.79433526264,11286.071540212,13245.387369564,12370.2232548476,12300.3867121004,12112.8349554875,8813.98980647828,8710.063289953521,9928.67589653405,9151.381731615358,8897.552965855291,6796.844542278771,
30,Barbados,,,,,,,,,,,,,,,1274.54837242167,1633.82301212861,1760.66009350232,1988.89518753808,2209.76701460887,2667.07958378409,4010.81118962834,4398.8248657733,4580.97053014615,4851.0995550743,5271.7298364272,5500.4141142465505,6019.653244300601,6605.779218645451,6999.87611601587,7717.177448954029,7711.295456176279,7714.742745972809,7444.1781733805,7819.57000268592,8121.5619186147305,8335.89929257052,8851.04645800324,9315.96756568231,10459.4424704914,10914.2822448996,11268.4200640121,11209.421124868799,11361.5167707179,11699.3704685216,12512.5779652212,13822.741748697199,15199.567528606201,16770.6610309974,17092.582140841398,15885.410181888,16056.3709766031,16458.3532105715,16249.6739490585,16451.279309447298,16489.0722373387,16524.899501273998,16900.0482858522,17391.668908461397,17745.2553725928,18148.4978451054,15373.8547035017,
31,Brunei Darussalam,,,,,,1113.7830418527099,1237.5635792502999,1236.41966434465,1364.0659775422,1304.34067194988,1382.5376307223098,1455.8875762271,1906.9714876845499,2916.1302726929903,6923.22182797073,7228.040372785141,8461.88958183312,9917.30147004135,10715.1765365863,14945.8410921249,25422.0391890215,21828.1224513509,20693.8249109432,18129.2439039929,17337.0264761605,15699.574777514299,10214.028491281899,11594.5675406595,11009.2573850071,11872.7251657755,13607.8902731894,13905.1683366332,15274.6677075047,14575.574586243602,14120.9525583928,15933.4528281823,16793.3912313027,16660.1476273967,12694.1489574427,14101.1728497244,18012.5021948953,16472.003294821498,16850.3940790817,18560.5035016224,21902.0271176465,26105.4220290571,30979.9628427354,32663.392371141403,37934.6764481019,27956.0051426256,35270.6421390658,47055.960643203,47739.5576931563,44740.8594244355,41725.8675220155,31164.036252846803,27158.4056535724,28571.608291418997,31628.476256600898,31085.961925590098,27442.95382794,
32,Bhutan,,,,,,,,,,,,,,,,,,,,,316.349935761632,332.810599463172,329.573352036164,356.250564578573,355.415897221933,351.67989513250296,399.493500097155,491.127810881653,534.2961879361039,506.968393522593,541.93225710575,449.501242155823,449.40042820988504,424.33784182473397,486.901980061879,543.301618711449,560.3910789731391,638.4858665747149,643.988226336077,690.912743468583,718.1963369694141,764.4328082461819,845.500672103578,962.095371307745,1068.43181141275,1228.4323557233802,1330.9774440087401,1757.19049597895,1828.1546768491,1819.19730959964,2258.18643535953,2563.261223801,2538.94951919964,2472.72475320595,2652.22565438023,2752.6301723367797,2930.5749227006,3286.59674376682,3243.4774374871804,3322.8633287193397,3000.77932702976,
